MEDICATION_NM,count,perc
POTASSIUM CHLORIDE IN NACL 0.15-0.9 % IV SOLN,160,0.4031750031498047
PROCEDURAL SEDATION FENTANYL CITRATE (PF) 100 MCG/2ML (UCI),160,0.4031750031498047
MAGNESIUM HYDROXIDE 400 MG/5ML OR SUSP,160,0.4031750031498047
"HEPARIN 25,000 UNITS/250 ML 1/2 NS PREMIX INFUSION (UCI)",160,0.4031750031498047
BOLUS IV FLUID,159,0.4006551593801184
NEOSTIGMINE METHYLSULFATE 10 MG/10ML IV SOLN,158,0.39813531561043214
ALBUTEROL SULFATE (2.5 MG/3ML) 0.083% IN NEBU,158,0.39813531561043214
BUPIVACAINE 0.5% AND LIDOCAINE 1% (OPTIME),157,0.39561547184074586
PROPOFOL 1000 MG/100ML IV EMUL OPTIME (UCI),157,0.39561547184074586
GENTAMICIN IN SALINE 1.6-0.9 MG/ML-% IV SOLN,156,0.3930956280710596
METHYLERGONOVINE MALEATE 0.2 MG/ML IJ SOLN,155,0.3905757843013733
METHYLPREDNISOLONE ACETATE 80 MG/ML IJ SUSP,155,0.3905757843013733
GENTAMICIN SULFATE 40 MG/ML IJ SOLN,154,0.388055940531687
SODIUM HYALURONATE 10 MG/ML IO SOLN,151,0.3804964092226282
OCTREOTIDE IN NS INFUSION (VARIABLE CONCENTRATION) (UCI),151,0.3804964092226282
HYDRALAZINE HCL 50 MG OR TABS,151,0.3804964092226282
HYDROMORPHONE 10 MCG/ML AND BUPIVACAINE 0.1 % ANES EPIDURAL INJ (UCI),151,0.3804964092226282
PROCEDURAL SEDATION MIDAZOLAM (PF) 1 MG/ML - 5 MG (UCI),150,0.3779765654529419
LIDOCAINE HCL 10 MG/ML IV INJECTION WRAPPED RECORD,149,0.37545672168325567
NITROGLYCERIN 2 % TD OINT,148,0.3729368779135694
TETRACAINE HCL 1 % IJ SOLN,148,0.3729368779135694
ACETAZOLAMIDE SODIUM 500 MG IJ SOLR,147,0.3704170341438831
AMIODARONE HCL 200 MG OR TABS,147,0.3704170341438831
OMNIPAQUE DILUTION (OPTIME),147,0.3704170341438831
METOPROLOL TARTRATE 50 MG OR TABS,147,0.3704170341438831
VIASPAN SOLN,145,0.36537734660451054
AMPICILLIN SODIUM 1 GM IJ SOLR,144,0.3628575028348242
GABAPENTIN 400 MG OR CAPS,144,0.3628575028348242
CLONIDINE HCL 0.1 MG OR TABS,144,0.3628575028348242
VERAPAMIL HCL 2.5 MG/ML IV SOLN,143,0.3603376590651379
"HEPARIN 1,000 UNITS IN 10 ML NS SOLUTION (OPTIME)",140,0.35277812775607914
"ESTROGENS, CONJUGATED 0.625 MG/GM VA CREA",140,0.35277812775607914
GENTAMICIN IN SALINE 1-0.9 MG/ML-% IV SOLN,140,0.35277812775607914
TRANEXAMIC ACID IVPB,138,0.3477384402167066
METRONIDAZOLE 500 MG OR TABS,137,0.3452185964470203
SUFENTANIL INFUSION (ANESTHESIA) (UCI),137,0.3452185964470203
LIDOCAINE-EPINEPHRINE 1.5 %-1:200000 IJ SOLN,137,0.3452185964470203
PN ADULT (UCI),136,0.342698752677334
KETAMINE HCL 10 MG/ML IJ SOLN,135,0.34017890890764774
ALUM & MAG HYDROXIDE-SIMETH 400-400-40 MG/5ML OR SUSP,134,0.33765906513796146
CEFTRIAXONE IV 1 GM IN SWFI (UCI),132,0.3326193775985889
MIDAZOLAM DOSE FROM BAG (UCI),132,0.3326193775985889
SILVER NITRATE-POT NITRATE 75-25 % EX MISC,132,0.3326193775985889
VANCOMYCIN 1000 MG IN 250 ML NS ADDEASE IVPB (UCI),131,0.3300995338289026
CLONIDINE HCL (ANALGESIA) 100 MCG/ML EP SOLN,130,0.32757969005921633
ZOLPIDEM TARTRATE 5 MG OR TABS,130,0.32757969005921633
PLASTIC SURGERY TUMESCENT SOLUTION (OPTIME),130,0.32757969005921633
ENOXAPARIN SODIUM 40 MG/0.4ML IJ SOSY,130,0.32757969005921633
HYDROCHLOROTHIAZIDE 12.5 MG OR TABS,130,0.32757969005921633
FAMOTIDINE (PF) 20 MG/2ML IV SOLN,127,0.3200201587501575
LIDOCAINE HCL (PF) 2 % IJ SOLN,126,0.3175003149804712
HEPARIN (PORCINE) IN NACL 2-0.9 UNIT/ML-% IJ SOLN,125,0.31498047121078493
"HEPARIN 1,000 UNITS IN 1,000 ML NS SOLUTION (OPTIME)",125,0.31498047121078493
GLYCOPYRROLATE 1 MG/5ML IJ SOSY,124,0.31246062744109865
CEFOXITIN IV PUSH 2 GM IN SWFI 20 ML,124,0.31246062744109865
BUPIVACAINE 0.5% PF INFUSION 500 ML - ON-Q PUMP (UCI),123,0.30994078367141237
STYE 31.9-57.7 % OP OINT,122,0.3074209399017261
VASOPRESSIN INFUSION (UCI),120,0.3023812523623535
DEXAMETHASONE 4 MG OR TABS,120,0.3023812523623535
METHOCARBAMOL IVPB,119,0.29986140859266724
ASCORBIC ACID 500 MG OR TABS,117,0.2948217210532947
BUPIVACAINE 0.25% AND LIDOCAINE 1% (OPTIME),117,0.2948217210532947
"BACITRACIN 50,000 UNITS IN 3000 ML NS IRRIGATION (OPTIME)",117,0.2948217210532947
CARBOXYMETHYLCELLULOSE SODIUM 1 % OP SOLN,117,0.2948217210532947
ALLOPURINOL 100 MG OR TABS,116,0.2923018772836084
BACLOFEN 10 MG OR TABS,114,0.28726218974423584
TOBRAMYCIN IVPB (UCI),114,0.28726218974423584
MELATONIN 3 MG OR TABS,114,0.28726218974423584
ENALAPRILAT 1.25 MG/ML IV INJ,114,0.28726218974423584
DULOXETINE HCL 30 MG OR CPEP,112,0.28222250220486333
ARTIFICIAL TEARS 83-15 % OP OINT,112,0.28222250220486333
FINASTERIDE 5 MG OR TABS,112,0.28222250220486333
NOREPINEPHRINE-SODIUM CHLORIDE 8-0.9 MG/250ML-% IV SOLN,112,0.28222250220486333
FLUCONAZOLE IN SODIUM CHLORIDE 400-0.9 MG/200ML-% IV SOLN,111,0.27970265843517705
HYDRALAZINE HCL 25 MG OR TABS,111,0.27970265843517705
IOHEXOL 300 MG/ML CO SOLN,110,0.2771828146654908
AMPHOTERICIN B 50 MG IJ SOLR,110,0.2771828146654908
DOCUSATE SODIUM 150 MG/15ML OR LIQD,110,0.2771828146654908
TRAMADOL HCL 50 MG OR TABS,109,0.27466297089580444
TEGO CONNECTOR (UCI),108,0.27214312712611816
HEPARIN SODIUM (PORCINE) 10000 UNIT/ML IJ SOLN,108,0.27214312712611816
ACETIC ACID 5 % SOLN,108,0.27214312712611816
ENOXAPARIN SODIUM 300 MG/3ML IJ SOLN,107,0.2696232833564319
CENTRUM OR LIQD,107,0.2696232833564319
QUETIAPINE FUMARATE 25 MG OR TABS,107,0.2696232833564319
LIDOCAINE HCL (PF) 0.5 % IJ SOLN,106,0.2671034395867456
NITROGLYCERIN 0.4 MG SL SUBL,106,0.2671034395867456
CEFEPIME HCL 2 GM IJ SOLR,106,0.2671034395867456
FUROSEMIDE 20 MG OR TABS,105,0.2645835958170593
LIDOCAINE HCL (CARDIAC) 10 MG/ML IV SOLN,105,0.2645835958170593
IOHEXOL 240 MG/ML IJ SOLN,104,0.2620637520473731
HYPROMELLOSE 2.5 % OP SOLN,104,0.2620637520473731
CALCIUM ACETATE 667 MG OR CAPS,104,0.2620637520473731
LEVETIRACETAM 100 MG/ML OR SOLN,104,0.2620637520473731
FLUMAZENIL 1 MG/10ML IV SOLN,103,0.2595439082776868
VANCOMYCIN HCL IN NACL 750-0.9 MG/150ML-% IV SOLN,103,0.2595439082776868
SODIUM BICARBONATE 325 MG OR TABS,103,0.2595439082776868
POLYVINYL ALCOHOL 1.4 % OP SOLN,103,0.2595439082776868
COLLAGENASE 250 UNIT/GM EX OINT,103,0.2595439082776868
FAT EMULSION 20 % IV EMUL,103,0.2595439082776868
BISACODYL EC 5 MG OR TBEC,102,0.2570240645080005
PREDNISOLONE ACETATE 1 % OP SUSP,102,0.2570240645080005
MAFENIDE 5% IN STERILE WATER FOR IRRIGATION (UCI),102,0.2570240645080005
TRAZODONE HCL 50 MG OR TABS,101,0.25450422073831425
AMPICILLIN IVPB 1 GM,100,0.25198437696862797
IBUPROFEN 600 MG OR TABS,98,0.24694468942925538
EPINEPHRINE 1 MG/10ML IJ SOSY,98,0.24694468942925538
LOSARTAN POTASSIUM 25 MG OR TABS,96,0.24190500188988281
LIDOCAINE VISCOUS 2 % MT SOLN,96,0.24190500188988281
GEMCITABINE INTRAVESICAL INSTILLATION (UCI),95,0.23938515812019656
BACITRACIN 50000 UNIT IM SOLR,94,0.23686531435051028
SPIRONOLACTONE 25 MG OR TABS,94,0.23686531435051028
METRONIDAZOLE 0.75 % VA GEL,93,0.234345470580824
DICLOFENAC SODIUM 1 % EX GEL,93,0.234345470580824
OXYTOCIN 30 UNITS/500 ML LR LV (PREMIX) (UCI),93,0.234345470580824
BACITRACIN 500 UNIT/GM OINT - 1 GM (UCI),93,0.234345470580824
AZITHROMYCIN IVPB 500 MG (UCI),92,0.23182562681113772
VANCOMYCIN HCL IN DEXTROSE 750-5 MG/150ML-% IV SOLN,92,0.23182562681113772
ISOSULFAN BLUE 1 % SC SOLN,92,0.23182562681113772
KETAMINE HCL 50 MG/5ML IJ SOSY,92,0.23182562681113772
CALCIUM ACETATE 667 MG OR TABS OR CAPS,91,0.22930578304145144
CLOPIDOGREL BISULFATE 75 MG OR TABS,91,0.22930578304145144
NYSTATIN 100000 UNIT/ML MT SUSP,91,0.22930578304145144
NEOMYCIN-POLYMYXIN B GU 40-200000 IR SOLN,89,0.22426609550207888
LATANOPROST 0.005 % OP SOLN,89,0.22426609550207888
AMIODARONE 150 MG/100 ML D5W IVPB (UCI),88,0.22174625173239257
LIDOCAINE HCL 10 MG/ML IV INJECTION OPTIME (UCI),88,0.22174625173239257
BACITRACIN 500 UNIT/GM OP OINT,87,0.2192264079627063
MICROFIBRILLAR COLL HEMOSTAT EX POWD,87,0.2192264079627063
CALCIUM CARBONATE 1250 MG OR TABS,87,0.2192264079627063
LEVETIRACETAM 500 MG/5ML IV SOLN,87,0.2192264079627063
BELLADONNA-OPIUM 16.2-30 MG RE SUPP,87,0.2192264079627063
VANCOMYCIN IVPB 1 GM,86,0.21670656419302006
IOPAMIDOL 76 % IV SOLN,86,0.21670656419302006
CLINDAMYCIN IVPB 600 MG (UCI),85,0.21418672042333378
BALANCED SALT IO SOLN,85,0.21418672042333378
PROTHROMBIN COMPLEX CONC HUMAN IVPB (UCI),85,0.21418672042333378
NEOMYCIN-POLYMYXIN GU IRRIGANT 2 ML IN 3000 ML NS (OPTIME),84,0.21166687665364747
TETANUS-DIPHTH-ACELL PERTUSSIS 5-2.5-18.5 LF-MCG/0.5 IM SUSP,84,0.21166687665364747
THIAMINE HCL 100 MG OR TABS,84,0.21166687665364747
ALCOHOL 98 % IJ SOLN,84,0.21166687665364747
MILRINONE LACTATE IN DEXTROSE 40-5 MG/200ML-% IV SOLN,83,0.2091470328839612
EPINEPHRINE 1 MG IN 9 ML NS INJECTION (OPTIME),83,0.2091470328839612
HEPARIN SODIUM LOCK FLUSH 100 UNIT/ML IJ SOLN,83,0.2091470328839612
MIDODRINE HCL 5 MG OR TABS,83,0.2091470328839612
CEFTRIAXONE IVPB 2 GM IN NS (UCI),82,0.2066271891142749
KETAMINE INFUSION (ANESTHESIA) (UCI),82,0.2066271891142749
SELENIUM 200 MCG PO TABS,81,0.20410734534458863
CISATRACURIUM INFUSION,81,0.20410734534458863
BOTULINUM TOXIN TYPE A 100 UNIT IM SOLR,81,0.20410734534458863
METHYLPREDNISOLONE SOD SUCCINATE OPHTHALMIC INJ 20 MG/ML (OPTIME)(UCI),79,0.19906765780521607
AMPICILLIN IVPB 2 GM,79,0.19906765780521607
EPINEPHRINE 1 MG IN 9 ML NS TOPICAL SOLUTION (OPTIME),79,0.19906765780521607
PROPRANOLOL HCL 10 MG OR TABS,79,0.19906765780521607
LEVONORGESTREL 19.5 MCG/DAY IU IUD,79,0.19906765780521607
DOPAMINE IN D5W 3.2-5 MG/ML-% IV SOLN,79,0.19906765780521607
IODINE STRONG 5 % OR SOLN,78,0.1965478140355298
REMIFENTANIL HCL 2 MG IV SOLR,78,0.1965478140355298
POTASSIUM CHLORIDE CRYS CR 20 MEQ OR TBCR,78,0.1965478140355298
LEVONORGESTREL 20 MCG/24HR IU IUD,78,0.1965478140355298
VITAMIN B-1 100 MG OR TABS,77,0.1940279702658435
CEFAZOLIN IVPB 1 GM,77,0.1940279702658435
NIFEDIPINE 30 MG OR TB24,76,0.19150812649615723
MAFENIDE DRESSING SOLUTION,74,0.1864684389567847
MAFENIDE ACETATE 85 MG/GM EX CREA,73,0.1839485951870984
MORPHINE SULFATE (PF) 0.5 MG/ML IJ SOLN,73,0.1839485951870984
HYDROMORPHONE 0.5 MG/ML PREMIX PCA INFUSION - NAIVE (UCI),73,0.1839485951870984
DESMOPRESSIN ACETATE 4 MCG/ML IJ SOLN,72,0.1814287514174121
CARBOXYMETHYLCELLULOSE SOD PF 0.5 % OP SOLN,72,0.1814287514174121
NEOMYCIN-POLYMYXIN GU IRRIGANT 2 ML IN 500 ML NS (OPTIME),72,0.1814287514174121
LIDOCAINE HCL 2% EX GEL (UROJET),71,0.17890890764772582
ATROPINE SULFATE 0.4 MG/ML IJ SOLN,71,0.17890890764772582
REMIFENTANIL IV BOLUS FROM BAG,71,0.17890890764772582
"BUPIVACAINE 0.5% AND LIDOCAINE 2%-EPI 1:100,000 (OPTIME)",71,0.17890890764772582
EPINEPHRINE IRRIGATION FOR ARTHROSCOPY (OPTIME),71,0.17890890764772582
OXYCODONE-ACETAMINOPHEN 5-325 MG OR TABS,71,0.17890890764772582
GUAIFENESIN-DM 100-10 MG/5ML OR SYRP,71,0.17890890764772582
CALCIUM GLUCONATE 10 % IV SOLN,71,0.17890890764772582
TETRACAINE HCL 0.5 % OP SOLN,70,0.17638906387803957
DEXTROSE 5 % IV SOLN,70,0.17638906387803957
ANTI-INFLAMMATORY LOCAL INJECTION (BUPIVACINE WITH EPINEPHRINE TETRACAINE METHYLPREDNISOLONE),70,0.17638906387803957
ARTIFICIAL TEARS OPHTHALMIC OINTMENT WRAPPED RECORD,69,0.1738692201083533
DEXAMETHASONE SOD PHOSPHATE PF 10 MG/ML IJ SOLN,69,0.1738692201083533
CEFTRIAXONE SODIUM 2 GM IJ SOLR,68,0.171349376338667
MEROPENEM IV 1000 MG (UCI),68,0.171349376338667
BENZONATATE 100 MG OR CAPS,68,0.171349376338667
CALCIUM CARBONATE-VITAMIN D 250-125 MG-UNIT OR TABS,68,0.171349376338667
PREDNISONE 5 MG OR TABS,68,0.171349376338667
ALBUMIN HUMAN 25 % IV SOLN,68,0.171349376338667
LORATADINE 10 MG OR TABS,67,0.16882953256898073
FLUIDS WITH MULTIVITAMINS INFUSION (UCI),67,0.16882953256898073
STERILE WATER FOR INJECTION IJ SOLN,67,0.16882953256898073
MIDAZOLAM 100 MG/100 ML PREMIX INFUSION (UCI),65,0.16378984502960817
NICOTINE 14 MG/24HR TD PT24,65,0.16378984502960817
ETONOGESTREL 68 MG SC IMPL,64,0.16127000125992189
CYCLOBENZAPRINE HCL 5 MG OR TABS,64,0.16127000125992189
CEFEPIME IV 2 GM IN SWFI,64,0.16127000125992189
METHADONE HCL 10 MG OR TABS,63,0.1587501574902356
IPRATROPIUM-ALBUTEROL 20-100 MCG/ACT IN AERS,63,0.1587501574902356
PAPAVERINE DILUTION IN NS (OPTIME),63,0.1587501574902356
MAGNESIUM SULFATE 4 GM/50ML IV SOLN,63,0.1587501574902356
TIZANIDINE HCL 2 MG OR TABS,62,0.15623031372054932
MAFENIDE 2.5% IN STERILE WATER FOR IRRIGATION (UCI),62,0.15623031372054932
PRAVASTATIN SODIUM 20 MG OR TABS,62,0.15623031372054932
OFLOXACIN 0.3 % OP SOLN,62,0.15623031372054932
MANNITOL 25 % IV SOLN,62,0.15623031372054932
ROSUVASTATIN CALCIUM 10 MG OR TABS,62,0.15623031372054932
CEFAZOLIN OPHTHALMIC INJ 50 MG/ML (OPTIME) (UCI),61,0.15371046995086304
NAFCILLIN IVPB 2 GM (UCI),61,0.15371046995086304
ESCITALOPRAM OXALATE 10 MG OR TABS,60,0.15119062618117676
PHENYLEPHRINE DILUTION 10 MG IN 1000 ML NS (OPTIME)(UCI),60,0.15119062618117676
METHADONE HCL 5 MG OR TABS,60,0.15119062618117676
ROSUVASTATIN CALCIUM 5 MG OR TABS,60,0.15119062618117676
SODIUM HYALURONATE 14 MG/ML IO SOLN,59,0.14867078241149048
CEFTRIAXONE SODIUM 1 GM IJ SOLR,59,0.14867078241149048
RIFAMPIN + GENTAMICIN IN NS (UCI)(OPTIME),59,0.14867078241149048
HYDROXYZINE HCL 10 MG OR TABS,59,0.14867078241149048
TERAZOSIN HCL 1 MG OR CAPS,59,0.14867078241149048
CARBOPROST TROMETHAMINE 250 MCG/ML IM SOLN,59,0.14867078241149048
PSYLLIUM 58.12 % PO PACK,59,0.14867078241149048
FLUOXETINE HCL 20 MG OR CAPS,58,0.1461509386418042
DOXYCYCLINE HYCLATE 100 MG IV SOLR,58,0.1461509386418042
METHYLENE BLUE 0.5% 4 ML IN 1000 ML NS BLADDER IRRIGATION (OPTIME),58,0.1461509386418042
NALOXEGOL OXALATE 25 MG PO TABS,58,0.1461509386418042
VITAMIN D3 400 UNIT OR TABS,58,0.1461509386418042
BUMETANIDE 1 MG OR TABS,57,0.14363109487211792
CALCIUM GLUCONATE 2 G IVPB (UCI),57,0.14363109487211792
ALTEPLASE 2 MG IJ SOLR,57,0.14363109487211792
METHYLENE BLUE 1% 2 ML IN 1000 ML NS IRRIGATION (OPTIME)(UCI),57,0.14363109487211792
SUCRALFATE 1 GM/10ML OR SUSP,57,0.14363109487211792
OXYBUTYNIN CHLORIDE 5 MG OR TABS,57,0.14363109487211792
TACROLIMUS 1 MG OR CAPS,57,0.14363109487211792
ANTITHYMOCYTE GLOBULIN (RABBIT) IVPB (UCI)(OPTIME),57,0.14363109487211792
CALCITRIOL 0.25 MCG OR CAPS,56,0.14111125110243167
LEVOTHYROXINE SODIUM 50 MCG OR TABS,56,0.14111125110243167
PIPERACILLIN SOD-TAZOBACTAM SO 3-0.375 GM IV SOLR,56,0.14111125110243167
ALTEPLASE 1 MG IJ SOLR (UCI),56,0.14111125110243167
EPINEPHRINE 16 MG/250 ML INFUSION - CENTRAL LINE ONLY (UCI),56,0.14111125110243167
SALINE NASAL SPRAY 0.65 % NA SOLN,56,0.14111125110243167
NYSTOP 100000 UNIT/GM EX POWD,55,0.1385914073327454
BSS PLUS IO SOLN,55,0.1385914073327454
CETIRIZINE HCL 5 MG OR TABS,55,0.1385914073327454
FLUTICASONE-SALMETEROL 100-50 MCG/DOSE IN MISC,55,0.1385914073327454
VITAMIN B-12 1000 MCG OR TABS,54,0.13607156356305908
MYCOPHENOLATE SODIUM 360 MG OR TBEC,54,0.13607156356305908
POTASSIUM CHLORIDE IVPB 30 MEQ IN 100 ML (UCI),54,0.13607156356305908
PANTOPRAZOLE SODIUM 20 MG OR TBEC,54,0.13607156356305908
CEFOXITIN SODIUM 1 GM IV SOLR,53,0.1335517197933728
CARBIDOPA-LEVODOPA 25-100 MG OR TABS,53,0.1335517197933728
FLORANEX 1 GM OR GRAN,53,0.1335517197933728
ETHIODIZED OIL IJ OIL,53,0.1335517197933728
VANCOMYCIN IVPB 1000 MG IN 100 ML NS - NEUROSURGERY (UCI),53,0.1335517197933728
NICOTINE 21 MG/24HR TD PT24,52,0.13103187602368654
"BUPIVACAINE 0.25% AND LIDOCAINE 0.5%-EPI 1:200,000 (OPTIME)",52,0.13103187602368654
ISOSORBIDE MONONITRATE CR 30 MG OR TB24,51,0.12851203225400026
LIDOCAINE HCL 2 % IJ SOLN,51,0.12851203225400026
VANCOMYCIN HCL IN DEXTROSE 500 MG/100ML IV SOLN,51,0.12851203225400026
DEXTROSE 50% 3 ML IN BSS PLUS OPHTHAMIC SOLUTION (OPTIME),50,0.12599218848431398
CLINDAMYCIN PHOSPHATE 600 MG/4ML IJ SOLN,50,0.12599218848431398
DORZOLAMIDE-TIMOLOL 2-0.5 % OP SOLN,50,0.12599218848431398
METHADONE HCL 10 MG/5ML OR SOLN,50,0.12599218848431398
BSS IO SOLN - 500 ML (OPTIME),50,0.12599218848431398
VITAMIN D (ERGOCALCIFEROL) 1.25 MG (50000 UT) PO CAPS,49,0.12347234471462769
ASPIRIN 300 MG RE SUPP,48,0.12095250094494141
MIRTAZAPINE 15 MG OR TABS,48,0.12095250094494141
POTASSIUM CHLORIDE IVPB 40 MEQ IN 500 ML PERIPHERAL (UCI),48,0.12095250094494141
MORPHINE SULFATE 15 MG OR TABS,48,0.12095250094494141
ONDANSETRON 4 MG OR TBDP,48,0.12095250094494141
BUPIVACAINE 0.5% PF INFUSION 400 ML - ON-Q PUMP (UCI),47,0.11843265717525514
METOPROLOL SUCCINATE 100 MG OR TB24,47,0.11843265717525514
"HEPARIN 25,000 UNITS/250 ML NS INFUSION (UCI)",47,0.11843265717525514
PHENOL 1.4 % MT LIQD,47,0.11843265717525514
SERTRALINE HCL 50 MG OR TABS,47,0.11843265717525514
BUPIVACAINE LIPOSOME 0.65% IJ SUSP (OPTIME)(UCI),47,0.11843265717525514
MEPIVACAINE HCL (PF) 2 % IJ SOLN,47,0.11843265717525514
ERTAPENEM SODIUM 1 G IV SOLR,46,0.11591281340556886
WHITE PETROLATUM GEL,46,0.11591281340556886
NIMODIPINE 30 MG/ML ORAL SUSPENSION (UCI),46,0.11591281340556886
PRENATABS RX 29-1 MG PO TABS,46,0.11591281340556886
ESMOLOL HCL-SODIUM CHLORIDE 10-0.59 MG/ML-% IV SOLN,46,0.11591281340556886
LEVOTHYROXINE SODIUM 100 MCG OR TABS,46,0.11591281340556886
CEFTAZIDIME OPHTHALMIC INJ 22.5 MG/ML (UCI),46,0.11591281340556886
IBUPROFEN 200 MG OR TABS,46,0.11591281340556886
POTASSIUM PHOSPHATES 40 MEQ IN 250 ML NS (UCI),46,0.11591281340556886
PREDNISONE 10 MG OR TABS,45,0.11339296963588258
DOBUTAMINE IN D5W 4-5 MG/ML-% IV SOLN,45,0.11339296963588258
AMPICILLIN-SULBACTAM SODIUM 1.5 (1-0.5) GM IJ SOLR,45,0.11339296963588258
FLUCONAZOLE 200 MG OR TABS,45,0.11339296963588258
NITROGLYCERIN 0.4 MG/SPRAY TL SOLN,45,0.11339296963588258
PROCHLORPERAZINE EDISYLATE 5 MG/ML IJ SOLN WRAPPED RECORD,45,0.11339296963588258
VITAMINS A & D EX OINT,44,0.11087312586619628
CALCIUM GLUCONATE 1 G IVPB (UCI),44,0.11087312586619628
CYCLOPENTOLATE HCL 1 % OP SOLN,44,0.11087312586619628
NYSTATIN 100000 UNIT/GM EX POWD,44,0.11087312586619628
MICAFUNGIN IVPB (UCI),44,0.11087312586619628
METHYLPREDNISOLONE SODIUM SUCC 500 MG IJ SOLR,44,0.11087312586619628
SOD CITRATE-CITRIC ACID 500-334 MG/5ML OR SOLN,44,0.11087312586619628
AZITHROMYCIN 500 MG IN 250 ML NS ADDEASE IVPB (UCI),44,0.11087312586619628
EPINEPHRINE 1 MG IN 100 ML NS INJECTION (OPTIME),44,0.11087312586619628
CLINDAMYCIN PHOSPHATE IN D5W 900 MG/50ML IV SOLN,44,0.11087312586619628
K PHOS DI & MONO-SOD PHOS MONO 155-852-130 MG OR TABS,43,0.10835328209651003
SERTRALINE HCL 100 MG OR TABS,43,0.10835328209651003
MONTELUKAST SODIUM 5 MG OR CHEW,43,0.10835328209651003
THIAMINE IVPB (UCI),43,0.10835328209651003
ROPIVACAINE REGIONAL ANESTHESIA 0.2% IN 100 ML PAIN MANAGEMENT CONT PNB (UCI),42,0.10583343832682374
LEVOTHYROXINE SODIUM 75 MCG OR TABS,42,0.10583343832682374
OXIDIZED CELLULOSE EX PADS,42,0.10583343832682374
SUCCINYLCHOLINE CHLORIDE 100 MG/ML IJ SOLN,42,0.10583343832682374
PROMETHAZINE HCL 25 MG/ML IJ SOLN (UCI),42,0.10583343832682374
ONDANSETRON IVPB (UCI),42,0.10583343832682374
LOPERAMIDE HCL 2 MG OR CAPS,41,0.10331359455713746
VANCOMYCIN 1250 MG IN 250 ML NS PREMIX IVPB (UCI),41,0.10331359455713746
AMIODARONE INFUSION (ANESTHESIA) (UCI),41,0.10331359455713746
CEFUROXIME IV PUSH 1500 MG IN SWFI 20 ML,41,0.10331359455713746
DEXMEDETOMIDINE 400 MCG/100 ML NS INFUSION (UCI),41,0.10331359455713746
ATENOLOL 50 MG OR TABS,40,0.10079375078745118
LEVETIRACETAM IN NACL 500 MG/100ML IV SOLN,40,0.10079375078745118
CLOTRIMAZOLE 10 MG MT TROC,40,0.10079375078745118
ESCITALOPRAM OXALATE 20 MG OR TABS,40,0.10079375078745118
VANCOMYCIN 50 MG/ML ORAL SOLN (COMPOUNDED),40,0.10079375078745118
EPINEPHRINE PF 1 MG/ML IJ SOLN OPTIME (UCI),40,0.10079375078745118
CEFOXITIN IVPB 2 GM (UCI),40,0.10079375078745118
PROPRANOLOL HCL 20 MG/5ML OR SOLN,40,0.10079375078745118
"LIDOCAINE 2%-EPI 1:200,000 + ADDITIVES EPIDURAL (ANESTHESIA) (UCI)",40,0.10079375078745118
NICOTINE 7 MG/24HR TD PT24,40,0.10079375078745118
POTASSIUM ACETATE IVPB 40 MEQ IN 250 ML (UCI),39,0.0982739070177649
INFLUENZA VAC HIGH-DOSE QUAD 0.7 ML IM SUSY,39,0.0982739070177649
DAKINS (1/2 STRENGTH) 0.2-0.25 % EX SOLN,39,0.0982739070177649
NICARDIPINE HCL 2.5 MG/ML IV SOLN,39,0.0982739070177649
DOXAZOSIN MESYLATE 1 MG OR TABS,39,0.0982739070177649
ISOSORBIDE MONONITRATE CR 60 MG OR TB24,39,0.0982739070177649
TRANEXAMIC ACID IN NACL 1000 MG/100ML IV SOLN,39,0.0982739070177649
BOLUS IV FLUID - D5W OR NS,39,0.0982739070177649
DAKINS (1/4 STRENGTH) 0.125 % EX SOLN,39,0.0982739070177649
SODIUM CHLORIDE 3 % IV BOLUS (UCI),39,0.0982739070177649
DOXYCYCLINE HYCLATE 100 MG OR CAPS,39,0.0982739070177649
MAGNESIUM CHLORIDE 64 MG PO TBEC,38,0.09575406324807861
"BUPIVACAINE 0.5%-EPI 1:200,000 AND LIDOCAINE 1%-EPI 1:100,000 (OPTIME)",38,0.09575406324807861
BUPROPION XL (DAILY) 150 MG OR TB24,38,0.09575406324807861
CINACALCET HCL 30 MG OR TABS,38,0.09575406324807861
ACYCLOVIR 200 MG OR CAPS,38,0.09575406324807861
CARBOXYMETHYLCELLULOSE SOD PF 1 % OP GEL,38,0.09575406324807861
DEXAMETHASONE SODIUM PHOSPHATE 10 MG/ML IJ SOLN,38,0.09575406324807861
TACE - DOXORUBICIN 75 MG (UCI),37,0.09323421947839235
METHYLPREDNISOLONE SODIUM SUCC 125 MG IJ SOLR,37,0.09323421947839235
CLONAZEPAM 0.5 MG OR TABS,37,0.09323421947839235
AMIODARONE IV BOLUS,37,0.09323421947839235
LEVOTHYROXINE IV SYRINGE 20 MCG/ML,37,0.09323421947839235
NIMODIPINE 30 MG OR CAPS,36,0.09071437570870605
SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG OR TABS,36,0.09071437570870605
PREGABALIN 75 MG OR CAPS,36,0.09071437570870605
EZETIMIBE 10 MG OR TABS,36,0.09071437570870605
LORAZEPAM 1 MG OR TABS,36,0.09071437570870605
FLUTICASONE-SALMETEROL 250-50 MCG/DOSE IN MISC,36,0.09071437570870605
CITALOPRAM HYDROBROMIDE 20 MG OR TABS,36,0.09071437570870605
