Table,Label,Unit,concept_name,vocab,concept_id,Lab Code,perc
labs,Zinc,MCG/DL,Zinc [Mass/volume] in Serum or Plasma,LOINC,3017394,Aug-63,0.360337659
labs,Serotonin release.heparin.porcine interpretation,Unknown,Serotonin release.heparin.porcine in Serum,LOINC,3031322,50734-3,0.357817815
labs,Basophilic stippling,Unknown,Basophilic stippling [Presence] in Blood by Light microscopy,LOINC,3026904,703-9,0.355297972
labs,Histoplasma capsulatum Ag,Unknown,Histoplasma capsulatum Ag [Units/volume] in Serum by Immunoassay,LOINC,3024411,28-Jul,0.352778128
labs,Urate,MG/DL,Urate [Mass/volume] in Urine,LOINC,3033526,Jun-86,0.350258284
labs,Serotonin release 100 IU/mL heparin.unfractionated,%,Serotonin release 100 IU/mL heparin.unfractionated [Units/volume] in Serum,LOINC,3030465,50727-7,0.34773844
labs,Serotonin release 0.1 IU/mL heparin.unfractionated,%,Serotonin release 0.1 IU/mL heparin.unfractionated [Units/volume] in Serum,LOINC,3029588,50728-5,0.34773844
labs,Nuclear Ab,TITER,Nuclear Ab [Titer] in Serum by Immunofluorescence,LOINC,3002971,Apr-48,0.34773844
labs,Thiamine,nmol/L,Thiamine [Mass/volume] in Blood,LOINC,3028717,Mar-98,0.345218596
labs,Rheumatoid factor,Unknown,Rheumatoid factor [Presence] in Serum by Latex agglutination,LOINC,3012886,Jul-97,0.342698753
labs,Spherocytes,Unknown,Spherocytes [Presence] in Blood by Light microscopy,LOINC,3005481,802-9,0.342698753
labs,Cortisol^1H post dose corticotropin,MCG/DL,Cortisol [Mass/volume] in Serum or Plasma --1 hour post dose corticotropin,LOINC,3028305,26528-0,0.337659065
labs,Direct antiglobulin test.complement C3d specific reagent,Unknown,Direct antiglobulin test.complement C3d specific reagent [Presence] on Red Blood Cells,LOINC,40758895,55774-4,0.335139221
labs,Direct antiglobulin test.IgG specific reagent,Unknown,Direct antiglobulin test.IgG specific reagent [Interpretation] on Red Blood Cells,LOINC,3021888,1006-6,0.335139221
labs,Cortisol^30M post dose corticotropin,MCG/DL,Cortisol [Mass/volume] in Serum or Plasma --30 minutes post dose corticotropin,LOINC,3026147,26530-6,0.335139221
labs,Lactate,mmol/L,Lactate [Moles/volume] in Cerebral spinal fluid,LOINC,3035999,20-May,0.330099534
labs,Opiates,Unknown,Opiates [Presence] in Urine by Confirmatory method,LOINC,3023562,18390-5,0.32757969
labs,Granular casts,/LPF,Granular casts [#/area] in Urine by Computer assisted method,LOINC,3046914,33341-9,0.32757969
labs,Clotting time.intrinsic coagulation system activated,SEC,Clotting time.intrinsic coagulation system activated of Blood by Rotational TEG,LOINC,3041107,52776-2,0.322540003
labs,Toxoplasma gondii Ab.IgM,AU/mL,Toxoplasma gondii IgM Ab [Units/volume] in Serum,LOINC,3027529,Aug-40,0.320020159
labs,Toxoplasma gondii Ab.IgG,IU/mL,Toxoplasma gondii IgG Ab [Units/volume] in Serum,LOINC,3014959,8039-0,0.320020159
labs,Mycophenolate,ug/mL,Mycophenolate [Mass/volume] in Serum or Plasma,LOINC,3027653,23905-3,0.312460627
labs,IgM,mg/dL,IgM [Mass/volume] in Serum or Plasma,LOINC,3028026,Sep-72,0.312460627
labs,Beta 2 glycoprotein 1 Ab.IgG,CU,Beta 2 glycoprotein 1 IgG Ab [Units/volume] in Serum or Plasma by Immunoassay,LOINC,3044355,44448-9,0.312460627
labs,Mycophenolate glucuronide,ug/mL,Mycophenolate glucuronide [Mass/volume] in Serum or Plasma by LC/MS/MS,LOINC,40758928,55807-2,0.312460627
labs,Antithrombin actual/Normal,%,Antithrombin actual/normal in Platelet poor plasma by Chromogenic method,LOINC,3000515,27811-9,0.30742094
labs,Copper,MCG/DL,Copper [Mass/volume] in Serum or Plasma,LOINC,3027126,31-Jul,0.304901096
labs,Beta 2 glycoprotein 1 Ab.IgM,CU,Beta 2 glycoprotein 1 IgM Ab [Units/volume] in Serum or Plasma by Immunoassay,LOINC,3046171,44449-7,0.304901096
labs,Transitional cells,/HPF,Transitional cells [#/area] in Urine by Computer assisted method,LOINC,3043681,33220-5,0.302381252
labs,Cardiolipin Ab.IgG,GPL,Cardiolipin IgG Ab [Units/volume] in Serum by Immunoassay,LOINC,3009041,May-81,0.299861409
labs,Leukocytes,/MCL,Leukocytes [#/volume] in Blood,LOINC,3010813,26464-8,0.299861409
labs,Cardiolipin Ab.IgM,MPL,Cardiolipin IgM Ab [Units/volume] in Serum by Immunoassay,LOINC,3015813,Mar-82,0.299861409
labs,Coagulation surface induced.lupus sensitive,SEC,aPTT.lupus sensitive (LA screen),LOINC,3044009,34571-0,0.299861409
labs,Somatotropin,ng/mL,Somatotropin [Mass/volume] in Serum or Plasma,LOINC,3023709,Jul-63,0.299861409
labs,Coagulation surface induced.hexagonal phase phospholipid,Unknown,aPTT W excess hexagonal phase phospholipid in Platelet poor plasma by Coagulation assay,LOINC,3010297,Jan-82,0.299861409
labs,Lymphocytes,/MCL,Lymphocytes [#/volume] in Blood,LOINC,3019198,26474-7,0.297341565
labs,Triiodothyronine,ng/dL,Triiodothyronine (T3) [Mass/volume] in Serum or Plasma,LOINC,3010340,Jun-53,0.294821721
labs,Cells.CD3+CD4+/Cells.CD3+CD8+,RATIO,CD3+CD4+ (T4 helper) cells/CD3+CD8+ (T8 suppressor cells) cells [# Ratio] in Blood,LOINC,40757349,54218-3,0.292301877
labs,Beta globulin/Protein.total,%,Beta globulin/Protein.total in Urine by Electrophoresis,LOINC,3009565,13994-9,0.292301877
labs,Gamma globulin/Protein.total,%,Gamma globulin/Protein.total in Urine by Electrophoresis,LOINC,3010157,13995-6,0.292301877
labs,Cells.CD3+CD8+,/MCL,CD3+CD8+ (T8 suppressor) cells [#/volume] in Blood,LOINC,3001405,14135-8,0.292301877
labs,Alpha 2 globulin/Protein.total,%,Alpha 2 globulin/Protein.total in Urine by Electrophoresis,LOINC,3028558,13993-1,0.292301877
labs,Cells.CD3+CD4+/100 cells,%,CD3+CD4+ (T4 helper) cells/100 cells in Blood,LOINC,3014037,23-Feb,0.292301877
labs,Cells.CD3,/MCL,CD3 cells [#/volume] in Blood,LOINC,3011412,22-Apr,0.292301877
labs,Blasts/100 leukocytes,%,Blasts/100 leukocytes in Blood,LOINC,3025159,26446-5,0.292301877
labs,Cells.CD3+CD4+,/MCL,CD3+CD4+ (T4 helper) cells [#/volume] in Blood,LOINC,3028167,24467-3,0.292301877
labs,Cells.CD3/100 cells,%,CD3 cells/100 cells in Blood,LOINC,3022533,8124-0,0.292301877
labs,Albumin,%,Albumin [Mass/volume] in Urine by Electrophoresis,LOINC,3008512,Jul-42,0.292301877
labs,Cells.CD3+CD8+/100 cells,%,CD3+CD8+ (T8 suppressor) cells/100 cells in Blood,LOINC,3007449,01-Aug,0.292301877
labs,Alpha 1 globulin/Protein.total,%,Alpha 1 globulin/Protein.total in Urine by Electrophoresis,LOINC,3026665,13990-7,0.292301877
labs,Sjogrens syndrome-A extractable nuclear Ab,UNITS,Sjogrens syndrome-A extractable nuclear Ab [Presence] in Serum by Immunoassay,LOINC,3019633,Feb-51,0.292301877
labs,Lymphocytes/100 leukocytes,%,Lymphocytes/100 leukocytes in Blood,LOINC,3002030,26478-8,0.292301877
labs,Histoplasma capsulatum Ag,ng/mL,Histoplasma capsulatum Ag [Units/volume] in Urine by Immunoassay,LOINC,3017325,13971-7,0.284742346
labs,Histoplasma capsulatum Ag,Unknown,Histoplasma capsulatum Ag [Presence] in Urine by Immunoassay,LOINC,3047267,44524-7,0.284742346
labs,Microarray platform,Unknown,Microarray platform [Identifier] Narrative,LOINC,40765116,62375-1,0.284742346
labs,Blasts,THOUS/MCL,Blasts [#/volume] in Blood by Manual count,LOINC,3015280,708-8,0.284742346
labs,Immunoglobulin light chains.lambda.free,mg/L,Lambda light chains.free [Mass/volume] in Serum or Plasma,LOINC,3047169,33944-0,0.282222502
labs,Immunoglobulin light chains.kappa.free/Immunoglobulin light chains.lambda.free,Unknown,Kappa light chains.free/Lambda light chains.free [Mass Ratio] in Serum,LOINC,3053209,48378-4,0.282222502
labs,Immunoglobulin light chains.kappa.free,mg/L,Kappa light chains.free [Mass/volume] in Serum,LOINC,3034860,36916-5,0.282222502
labs,Sjogrens syndrome-B extractable nuclear Ab,UNITS,Sjogrens syndrome-B extractable nuclear Ab [Presence] in Serum by Immunoassay,LOINC,3005307,Aug-53,0.279702658
labs,Mycobacterium tuberculosis stimulated gamma interferon release by CD4+ and CD8+ T-cells^^corrected for background,IU/mL,Mycobacterium tuberculosis stimulated gamma interferon release by CD4+ and CD8+ T-cells [Units/volume] corrected for background in Blood,LOINC,36305335,88517-8,0.277182815
labs,HIV 1 RNA,COPIES/ML,HIV 1 RNA [#/volume] (viral load) in Serum or Plasma by NAA with probe detection,LOINC,3010747,20447-9,0.277182815
labs,Mycobacterium tuberculosis stimulated gamma interferon,Unknown,Mycobacterium tuberculosis stimulated gamma interferon [Interpretation] in Blood Qualitative,LOINC,42869528,71773-6,0.277182815
labs,Clotting time^after addition of heparinase,SEC,Clot initiation [Time] in Blood by Thromboelastography --after addition of heparinase,LOINC,40769416,66756-8,0.277182815
labs,Helicobacter pylori Ag,Unknown,Helicobacter pylori Ag [Presence] in Stool by Immunoassay,LOINC,3016100,17780-8,0.277182815
labs,HIV 1 RNA,LOG10,HIV 1 RNA [Log #/volume] (viral load) in Serum or Plasma by NAA with probe detection,LOINC,3026532,29541-0,0.277182815
labs,Maximum clot firmness^after addition of heparinase,mm,Maximum clot firmness [Length] in Blood by Thromboelastography --after addition of heparinase,LOINC,40769415,66755-0,0.277182815
labs,Gamma interferon background,IU/mL,Gamma interferon background [Units/volume] in Blood by Immunoassay,LOINC,42869531,71776-9,0.277182815
labs,Clot formation^after addition of heparinase,SEC,Clot formation [Time] in Blood by Thromboelastography --after addition of heparinase,LOINC,40769413,66753-5,0.277182815
labs,Clot angle^after addition of heparinase,Degree,Clot angle in Blood by Thromboelastography --after addition of heparinase,LOINC,40769410,66750-1,0.277182815
labs,Alpha 1 antitrypsin,mg/dL,Alpha 1 antitrypsin [Mass/volume] in Serum or Plasma,LOINC,3026285,1825-9,0.274662971
labs,Prostate specific Ag,NG/ML,Prostate specific Ag [Mass/volume] in Serum or Plasma,LOINC,3013603,Jan-57,0.272143127
labs,Valproate,MCG/ML,Valproate [Mass/volume] in Serum or Plasma,LOINC,3016201,May-86,0.269623283
labs,Cholesterol,mg/dL,Cholesterol [Mass/volume] in Body fluid,LOINC,3015232,12183-0,0.264583596
labs,Coagulation factor VIII activity actual/Normal,%,Coagulation factor VIII activity actual/normal in Platelet poor plasma by Coagulation assay,LOINC,3019250,09-Apr,0.264583596
labs,IgG subclass 4,mg/L,IgG subclass 4 [Mass/volume] in Serum,LOINC,3024980,May-69,0.257024065
labs,Karyotype,Unknown,Karyotype [Identifier] in Tissue from Fetus Nominal,LOINC,3048597,48819-7,0.257024065
labs,Eosinophils/100 leukocytes,%,Eosinophils/100 leukocytes in Cerebral spinal fluid,LOINC,3022640,26451-5,0.254504221
labs,Triiodothyronine.free,pg/mL,Triiodothyronine (T3) Free [Mass/volume] in Serum or Plasma,LOINC,3026925,3051-0,0.251984377
labs,Other cells/100 leukocytes,%,Other cells/100 leukocytes in Blood by Manual count,LOINC,3041543,51586-6,0.241905002
labs,Blood group antibody screen,Unknown,Blood group antibody screen [Presence] in Serum or Plasma by Elution,LOINC,3014715,897-9,0.241905002
labs,Other cells,THOUS/MCL,Other cells [#/volume] in Blood by Manual count,LOINC,3041806,51585-8,0.239385158
labs,Reagin Ab,Unknown,Reagin Ab [Presence] in Cerebral spinal fluid by VDRL,LOINC,3002446,Feb-90,0.239385158
labs,Smooth muscle Ab,TITER,Smooth muscle Ab [Titer] in Serum by Immunofluorescence,LOINC,3033682,Jul-58,0.239385158
labs,C peptide,NG/ML,C peptide [Mass/volume] in Serum or Plasma,LOINC,3010084,Sep-86,0.231825627
labs,Immunologist review,Unknown,Immunologist review of results,LOINC,40771569,69048-7,0.229305783
labs,Phenytoin,mcg/mL,Phenytoin [Mass/volume] in Serum or Plasma,LOINC,3022616,May-68,0.226785939
labs,Crystals,Unknown,Crystals [Presence] in Synovial fluid by Light microscopy,LOINC,3050238,38458-6,0.226785939
labs,levETIRAcetam,MCG/ML,levETIRAcetam [Mass/volume] in Serum or Plasma,LOINC,3020666,30471-7,0.221746252
labs,Protein C actual/Normal,%,Protein C actual/normal in Platelet poor plasma by Chromogenic method,LOINC,3037384,27818-4,0.219226408
labs,Urate crystals,/HPF,Urate crystals [#/area] in Urine by Computer assisted method,LOINC,3041126,53311-7,0.216706564
labs,Maximum lysis.intrinsic coagulation system activated,%,Maximum lysis.intrinsic coagulation system activated [Length fraction] in Blood by Rotational TEG,LOINC,3041664,52787-9,0.209147033
labs,Appearance^post transfusion reaction,Unknown,Appearance of Serum--after transfusion reaction,LOINC,3050647,46273-9,0.209147033
labs,Maximum clot firmness.intrinsic coagulation system activated,mm,Maximum clot firmness.intrinsic coagulation system activated [Length] in Blood by Rotational TEG,LOINC,3039870,52781-2,0.209147033
labs,Urea,G/TOT VOL,Urea [Mass/time] in 24 hour Urine,LOINC,3050448,48999-7,0.206627189
labs,Transfusion reaction,Unknown,Transfusion reaction [Interpretation] in Plasma or RBC Narrative,LOINC,3007714,14924-5,0.204107345
labs,Smith extractable nuclear Ab+Ribonucleoprotein extractable nuclear Ab,Units,Smith extractable nuclear Ab+Ribonucleoprotein extractable nuclear Ab [Units/volume] in Serum by Immunoassay,LOINC,3027113,14030-1,0.204107345
labs,Protein,MG/DAY,Protein [Mass/time] in 24 hour Urine,LOINC,3020876,Apr-89,0.201587502
labs,Thyroperoxidase Ab,IU/ML,Thyroperoxidase Ab [Units/volume] in Serum or Plasma,LOINC,3027238,Apr-99,0.199067658
labs,Cyclic citrullinated peptide Ab,CU,Cyclic citrullinated peptide Ab [Units/volume] in Serum by Immunoassay,LOINC,3034717,32218-0,0.199067658
labs,Angiotensin converting enzyme,U/L,Angiotensin converting enzyme [Enzymatic activity/volume] in Serum or Plasma,LOINC,3034780,May-42,0.199067658
labs,Clot formation.intrinsic coagulation system activated,SEC,Clot formation.intrinsic coagulation system activated [Time] in Blood by Rotational TEG,LOINC,3039622,52771-3,0.196547814
labs,Smith extractable nuclear Ab,UNITS,Smith extractable nuclear Ab [Presence] in Serum by Immunoassay,LOINC,3001775,Jan-56,0.19402797
labs,Cholesterol.in HDL,MG/DL,Cholesterol in HDL [Mass/volume] in Serum or Plasma by Electrophoresis,LOINC,3053286,49130-8,0.191508126
labs,Cholesterol.in lipoprotein (little a),MG/DL,Cholesterol. in Lipoprotein (a) [Presence] in Serum or Plasma,LOINC,3034884,35387-0,0.191508126
labs,Proteinase 3 Ab,AU/mL,Proteinase 3 Ab [Units/volume] in Serum,LOINC,3009445,Feb-68,0.188988283
labs,Aldosterone,ng/dL,Aldosterone [Mass/volume] in Serum or Plasma,LOINC,3011337,1763-2,0.188988283
labs,Myeloperoxidase Ab,AU/mL,Myeloperoxidase Ab [Units/volume] in Serum,LOINC,3023150,6969-0,0.188988283
labs,Path report.comments,Unknown,Pathology report comments [Interpretation] Narrative,LOINC,3027275,22638-1,0.188988283
labs,Epstein Barr virus DNA,Unknown,Epstein Barr virus DNA [Presence] in Specimen by NAA with probe detection,LOINC,3014258,05-Apr,0.186468439
labs,Interleukin 6,pg/mL,Interleukin 6 [Mass/volume] in Serum or Plasma,LOINC,3023091,26881-3,0.183948595
labs,Gentamicin^peak,mcg/mL,Gentamicin [Mass/volume] in Serum or Plasma --peak,LOINC,3009917,Feb-63,0.183948595
labs,Calprotectin,ug/g,Calprotectin [Mass/mass] in Stool,LOINC,3048689,38445-3,0.183948595
labs,Pyruvate,umol/L,Pyruvate [Moles/volume] in Cerebral spinal fluid,LOINC,3014971,14122-6,0.181428751
labs,Glucose CSF/Glucose plas,mg/dL,Glucose in CSF/Glucose plas,LOINC,3004378,Mar-52,0.181428751
labs,Cryptococcus sp Ag,Unknown,Cryptococcus sp Ag [Presence] in Cerebral spinal fluid,LOINC,3001363,31788-3,0.181428751
labs,West Nile virus Ab.IgM,IV,West Nile virus IgM Ab [Units/volume] in Cerebral spinal fluid,LOINC,3012656,29538-6,0.181428751
labs,West Nile virus Ab.IgG,IV,West Nile virus IgG Ab [Units/volume] in Cerebral spinal fluid,LOINC,3026752,29537-8,0.181428751
labs,Renin,ng/mL/hr,Renin [Enzymatic activity/volume] in Plasma,LOINC,3007808,15-Jul,0.178908908
labs,Leukocytes other/100 leukocytes,%,Leukocytes other/100 leukocytes in Cerebral spinal fluid,LOINC,3022840,26472-1,0.178908908
labs,Protein S.free Ag actual/Normal,%,Protein S Free Ag actual/normal in Platelet poor plasma by Immunoassay,LOINC,3020629,27821-8,0.176389064
labs,Testosterone,ng/dl,Testosterone [Mass/volume] in Serum or Plasma,LOINC,3008893,Aug-86,0.17386922
labs,Mycoplasma pneumoniae Ab.IgM,Unknown,Mycoplasma pneumoniae IgM Ab [Presence] in Serum by Immunoassay,LOINC,3010521,Jan-57,0.17386922
labs,Amphetamine,Unknown,Amphetamine [Presence] in Urine by Confirmatory method,LOINC,3003017,19344-1,0.17386922
labs,Methylmalonate,umol/L,Methylmalonate [Moles/volume] in Serum or Plasma,LOINC,3016426,13964-2,0.17386922
labs,Gentamicin^trough,mcg/mL,Gentamicin [Mass/volume] in Serum or Plasma --trough,LOINC,3016254,Jul-65,0.171349376
labs,Microorganism or agent identified,Unknown,Microorganism or agent identified in Specimen,LOINC,3033740,41852-5,0.171349376
labs,Varicella zoster virus DNA,Unknown,Varicella zoster virus DNA [Presence] in Specimen by NAA with probe detection,LOINC,3012202,11483-5,0.171349376
labs,Troponin T.cardiac,ng/mL,Troponin T.cardiac [Mass/volume] in Serum or Plasma,LOINC,3019800,Jul-98,0.171349376
labs,Ethanol,Unknown,Ethanol [Presence] in Urine by Screen method,LOINC,3037638,42242-8,0.168829533
labs,pH^^adjusted to patient's actual temperature,Unknown,pH of Venous blood adjusted to patient's actual temperature,LOINC,3038999,39486-6,0.166309689
labs,Oxygen^^adjusted to patient's actual temperature,MMHG,Oxygen [Partial pressure] adjusted to patient's actual temperature in Venous blood,LOINC,3004529,19258-3,0.166309689
labs,Carbon dioxide^^adjusted to patient's actual temperature,MMHG,Carbon dioxide [Partial pressure] adjusted to patient's actual temperature in Venous blood,LOINC,3041290,40619-9,0.166309689
labs,Reducing substances,Unknown,Reducing substances [Presence] in Urine,LOINC,3020029,09-Sep,0.163789845
labs,Bartonella henselae Ab.IgM,Unknown,Bartonella henselae IgM Ab [Titer] in Serum by Immunofluorescence,LOINC,3026468,Sep-55,0.163789845
labs,Bartonella henselae Ab.IgG,Unknown,Bartonella henselae IgG Ab [Titer] in Serum by Immunofluorescence,LOINC,3006070,Feb-54,0.163789845
labs,Brucella sp Ab,not reported,Brucella sp Ab [Titer] in Serum by Agglutination,LOINC,3035128,19053-8,0.163789845
labs,Mycoplasma pneumoniae Ab.IgG,Unknown,Mycoplasma pneumoniae IgG Ab [Presence] in Serum by Immunoassay,LOINC,3045068,45224-3,0.161270001
labs,Thyroxine,ug/dL,Thyroxine (T4) [Mass/volume] in Serum or Plasma,LOINC,3016991,26-Feb,0.158750157
labs,Karyotype,Unknown,Karyotype [Identifier] in Bone marrow Nominal,LOINC,3043425,33893-9,0.156230314
labs,Coagulation surface induced circulating inhibitor,Unknown,PTT circulating inhibitor [Presence] in Platelet poor plasma,LOINC,3032159,50391-2,0.151190626
labs,Yeast.hyphae,/HPF,Yeast.hyphae [#/area] in Urine by Computer assisted method,LOINC,3041076,53268-9,0.148670782
labs,Coxiella burnetii phase 1 Ab.IgG,Unknown,Coxiella burnetii phase 1 IgG Ab [Presence] in Serum by Immunofluorescence,LOINC,3050446,48720-7,0.148670782
labs,Lipoprotein (little a),MG/DL,Lipoprotein a [Mass/volume] in Serum or Plasma,LOINC,3013861,10835-7,0.148670782
labs,Coxiella burnetii phase 2 Ab.IgG,Unknown,Coxiella burnetii phase 2 IgG Ab [Presence] in Serum by Immunofluorescence,LOINC,3049863,48719-9,0.148670782
labs,Cytomegalovirus DNA,Unknown,Cytomegalovirus DNA [Presence] in Specimen by NAA with probe detection,LOINC,3020229,May-00,0.148670782
labs,Voltage-gated calcium channel PQ type binding Ab,nmol/L,Voltage-gated calcium channel P/Q type binding Ab [Moles/volume] in Serum,LOINC,3043147,33980-4,0.143631095
labs,Pappenheimer bodies,Unknown,Pappenheimer bodies [Presence] in Blood by Light microscopy,LOINC,3019761,Aug-95,0.143631095
labs,Reviewer initials,Unknown,Reviewer initials,LOINC,40768336,65645-4,0.138591407
labs,pH^^adjusted to patient's actual temperature,Unknown,pH of Blood adjusted to patient's actual temperature,LOINC,3030091,49701-6,0.138591407
labs,Oxygen inhaled,Unknown,Inhaled oxygen concentration,LOINC,3020716,3150-0,0.138591407
labs,Base excess,MEQ/L,Base excess in Blood by calculation,LOINC,3012501,11555-0,0.138591407
labs,Blood product source,Unknown,Blood product source [Type],LOINC,3025721,931-6,0.138591407
labs,F2 gene.c.20210G>A,Unknown,F2 gene c.20210G>A [Genotype] in Blood or Tissue by Molecular genetics method Nominal,LOINC,3025008,24475-6,0.136071564
labs,F5 gene targeted mutation analysis,Unknown,F5 gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal,LOINC,3009055,21667-1,0.136071564
labs,Service comment,Unknown,Service comment,LOINC,3004691,Jan-51,0.13355172
labs,Thyrotropin,uIU/mL,Thyrotropin [Units/volume] in Serum or Plasma,LOINC,3009201,16-Mar,0.13355172
labs,CV2 Ab.IgG,titer,CV2 IgG Ab [Titer] in Serum,LOINC,3034901,35386-2,0.131031876
labs,Complement total hemolytic CH50,CAE Units,Complement total hemolytic CH50 [Units/volume] in Serum or Plasma,LOINC,3028461,Aug-32,0.131031876
labs,Purkinje cell cytoplasmic type Tr Ab,titer,PCA-Tr Ab [Titer] in Serum,LOINC,3030053,33926-7,0.131031876
labs,Purkinje cell cytoplasmic type 2 Ab,titer,PCA-2 Ab [Titer] in Serum,LOINC,3030026,33925-9,0.131031876
labs,Voltage-gated potassium channel Ab,nmol/L,Voltage-gated potassium channel Ab [Moles/volume] in Serum,LOINC,3031103,41871-5,0.131031876
labs,Glial nuclear type 1 Ab,titer,Glial nuclear type 1 Ab [Titer] in Cerebral spinal fluid,LOINC,3038879,53714-2,0.131031876
labs,Neuronal nuclear type 3 Ab,titer,Neuronal nuclear type 3 Ab [Titer] in Serum,LOINC,3029774,33924-2,0.131031876
labs,Amphiphysin Ab,titer,Amphiphysin Ab [Titer] in Cerebral spinal fluid by Immunofluorescence,LOINC,40759651,56531-7,0.131031876
labs,Neuronal nuclear type 2 Ab,titer,Neuronal nuclear type 2 Ab [Titer] in Serum by Immunofluorescence,LOINC,3047082,43188-2,0.131031876
labs,Glial nuclear type 1 Ab,titer,Glial nuclear type 1 Ab [Titer] in Serum,LOINC,3040039,53709-2,0.131031876
labs,Purkinje cell cytoplasmic type 1 Ab,titer,PCA-1 Ab [Titer] in Serum,LOINC,3038593,53717-5,0.131031876
labs,Neuronal nuclear type 2 Ab,titer,Neuronal nuclear type 2 Ab [Titer] in Cerebral spinal fluid by Immunofluorescence,LOINC,3026976,24401-2,0.131031876
labs,Purkinje cells Ab,titer,Purkinje cells Ab [Titer] in Cerebral spinal fluid by Immunofluorescence,LOINC,3026369,14248-9,0.131031876
labs,Amphiphysin Ab,titer,Amphiphysin Ab [Titer] in Serum,LOINC,3030080,33927-5,0.131031876
labs,Jo-1 extractable nuclear Ab,Units,Jo-1 extractable nuclear Ab [Units/volume] in Serum by Immunoassay,LOINC,3036086,35333-4,0.131031876
labs,CV2 Ab.IgG,titer,CV2 IgG Ab [Titer] in Cerebral spinal fluid,LOINC,3037012,35385-4,0.131031876
labs,Neuronal nuclear type 3 Ab,titer,Neuronal nuclear type 3 Ab [Titer] in Cerebral spinal fluid,LOINC,3030865,35144-5,0.131031876
labs,Purkinje cell cytoplasmic type 2 Ab,titer,PCA-2 Ab [Titer] in Cerebral spinal fluid,LOINC,3030544,35143-7,0.131031876
labs,Purkinje cell cytoplasmic type Tr Ab,titer,PCA-Tr Ab [Titer] in Cerebral spinal fluid,LOINC,3040228,51748-2,0.131031876
labs,Neuronal nuclear type 1 Ab,titer,Neuronal nuclear type 1 Ab [Titer] in Cerebral spinal fluid by Immunofluorescence,LOINC,3025588,24400-4,0.131031876
labs,Neuronal nuclear type 1 Ab,titer,Neuronal nuclear type 1 Ab [Titer] in Serum,LOINC,3019041,13997-2,0.131031876
labs,Triacylglycerol lipase,U/L,Lipase [Enzymatic activity/volume] in Body fluid,LOINC,3026286,15212-4,0.128512032
labs,Testosterone.free,pg/ml,Testosterone Free [Mass/volume] in Serum or Plasma,LOINC,3016049,Aug-91,0.128512032
labs,Glutamate decarboxylase 65 Ab,nmol/L,Glutamate decarboxylase 65 Ab [Moles/volume] in Serum,LOINC,3026156,30347-9,0.128512032
labs,Oxygen^^adjusted to patient's actual temperature,MMHG,Oxygen [Partial pressure] adjusted to patient's actual temperature in Mixed venous blood,LOINC,3019464,19257-5,0.128512032
labs,Carbon dioxide^^adjusted to patient's actual temperature,MMHG,Carbon dioxide [Partial pressure] adjusted to patient's actual temperature in Mixed venous blood,LOINC,3029306,50981-0,0.128512032
labs,pH^^adjusted to patient's actual temperature,Unknown,pH of Mixed venous blood adjusted to patient's actual temperature,LOINC,3030238,50980-2,0.128512032
labs,Neutrophil cytoplasmic Ab.classic,Unknown,Neutrophil cytoplasmic Ab.classic [Titer] in Serum by Immunofluorescence,LOINC,3004383,14277-8,0.125992188
labs,Blastomyces dermatitidis Ab,IV,Blastomyces dermatitidis Ab [Units/volume] in Serum,LOINC,3012209,16471-5,0.123472345
labs,Acetylcholine receptor ganglionic neuronal Ab,nmol/L,Acetylcholine receptor ganglionic neuronal Ab [Moles/volume] in Serum,LOINC,3035283,42233-7,0.123472345
labs,Neutrophils.hypersegmented,Unknown,Neutrophils.hypersegmented [Presence] in Blood by Light microscopy,LOINC,3007030,765-8,0.120952501
labs,Aldolase,U/L,Aldolase [Enzymatic activity/volume] in Serum or Plasma,LOINC,3027953,1761-6,0.120952501
labs,Thyroid stimulating immunoglobulins,TSI index,Thyroid stimulating immunoglobulins [Units/volume] in Serum,LOINC,3007498,30567-2,0.118432657
labs,BK virus DNA,LOG COPIES/ML,BK virus DNA [#/volume] (viral load) in Specimen by NAA with probe detection,LOINC,3050099,48309-9,0.118432657
labs,Mycobacterium tuberculosis tuberculin stimulated gamma interferon/Mitogen stimulated gamma interferon,IU/mL,Mycobacterium tuberculosis tuberculin stimulated gamma interferon/Mitogen stimulated gamma interferon in Blood,LOINC,3040373,39017-9,0.118432657
labs,Cannabinoids,Unknown,Cannabinoids [Presence] in Urine by Confirmatory method,LOINC,3014310,19289-8,0.115912813
labs,IgG subclass 2,mg/L,IgG subclass 2 [Mass/volume] in Serum,LOINC,3028192,Sep-67,0.115912813
labs,IgG subclass 1,mg/L,IgG subclass 1 [Mass/volume] in Serum,LOINC,3027135,Jan-66,0.115912813
labs,Adenosine deaminase,U/L,Adenosine deaminase [Enzymatic activity/volume] in Pleural fluid,LOINC,3036428,35704-6,0.115912813
labs,Parathyrin related protein,pmol/L,Parathyrin related protein [Moles/volume] in Serum or Plasma,LOINC,3033670,15087-0,0.115912813
labs,IgG subclass 3,mg/L,IgG subclass 3 [Mass/volume] in Serum,LOINC,3024139,Jul-68,0.115912813
labs,Protein fractions.oligoclonal bands,Bands,Oligoclonal bands [#] in Cerebral spinal fluid by Isoelectric focusing,LOINC,3030396,49852-7,0.115912813
