drug_name,count,perc,mismatch
doripenem,28,0.028028028028028028,
lacidipine,28,0.028028028028028028,
iron-acetyl transferrin,27,0.02702702702702703,1.0
l-aspartate-ornithine,27,0.02702702702702703,1.0
neostigmine,27,0.02702702702702703,
naltrexone,27,0.02702702702702703,
potassium citrate,27,0.02702702702702703,
chlordiazepoxide,27,0.02702702702702703,
milnacipran,27,0.02702702702702703,
g-linolenic acid,27,0.02702702702702703,1.0
anidulafungin,26,0.026026026026026022,
cefditoren pivoxil,26,0.026026026026026022,1.0
ntfc,26,0.026026026026026022,1.0
clozapine,25,0.025025025025025023,
imidafenacin,25,0.025025025025025023,
ulinastatin,25,0.025025025025025023,
varenicline,25,0.025025025025025023,
sulprostone,25,0.025025025025025023,
cycloserine,24,0.024024024024024024,
trimebutine,24,0.024024024024024024,
praziquantel,24,0.024024024024024024,
benproperine,24,0.024024024024024024,
l-isoleucine,23,0.02302302302302302,1.0
l-leucine,23,0.02302302302302302,1.0
l-valine,23,0.02302302302302302,1.0
polycresulen,23,0.02302302302302302,1.0
temozolomide,23,0.02302302302302302,
gefitinib,23,0.02302302302302302,
chloral,22,0.022022022022022022,1.0
deferasirox,22,0.022022022022022022,
revaprazan,22,0.022022022022022022,
indomethacin,22,0.022022022022022022,
bezafibrate,22,0.022022022022022022,
mg combi central,22,0.022022022022022022,1.0
nsmofa,22,0.022022022022022022,1.0
piracetam,22,0.022022022022022022,
bosentan,22,0.022022022022022022,
sacubitril valsartan,22,0.022022022022022022,1.0
gabexate,22,0.022022022022022022,
rh egf,22,0.022022022022022022,1.0
fluvoxamine,21,0.021021021021021023,
immunoglobulin anti-d,21,0.021021021021021023,1.0
glyceryl trinitrate,21,0.021021021021021023,1.0
abacavir,21,0.021021021021021023,
acebrophylline,21,0.021021021021021023,1.0
imidapril,21,0.021021021021021023,
sumatriptan,21,0.021021021021021023,
irinotecan,20,0.02002002002002002,
metolazone,20,0.02002002002002002,
kallidinogenase,20,0.02002002002002002,1.0
galantamine,20,0.02002002002002002,
brimonidine,20,0.02002002002002002,
beclomethasone,20,0.02002002002002002,
mirtazapine soltab,19,0.01901901901901902,1.0
ketoamino acid,19,0.01901901901901902,1.0
tocilizumab,19,0.01901901901901902,
l-carnitine,19,0.01901901901901902,1.0
iloprost,19,0.01901901901901902,
tenofovir disoproxil,19,0.01901901901901902,
lugols soln,19,0.01901901901901902,1.0
burows solution,19,0.01901901901901902,1.0
flutrimazole,19,0.01901901901901902,
riluzole,18,0.018018018018018018,
vigabatrin,18,0.018018018018018018,
primaquine,18,0.018018018018018018,
lovastatin,18,0.018018018018018018,
pirfenidone,18,0.018018018018018018,
trospium,18,0.018018018018018018,
bortezomib,18,0.018018018018018018,
nafronyl oxalate,17,0.01701701701701702,1.0
prothionamide,17,0.01701701701701702,
methylene blue solution,17,0.01701701701701702,1.0
efinaconazole,17,0.01701701701701702,
succinylcholine,17,0.01701701701701702,
dexlansoprazole,17,0.01701701701701702,
oma,16,0.016016016016016016,1.0
paliperidone,16,0.016016016016016016,
tofisopam,16,0.016016016016016016,
desvenlafaxine,16,0.016016016016016016,
bambuterol,16,0.016016016016016016,
docetaxel trihydrous,16,0.016016016016016016,1.0
ceruminal water,16,0.016016016016016016,1.0
ketoconazole,16,0.016016016016016016,
imatinib,16,0.016016016016016016,
aminophylline,16,0.016016016016016016,
protirelin,16,0.016016016016016016,1.0
bleomycin,15,0.015015015015015015,
elcatonin,15,0.015015015015015015,
bazedoxifene,15,0.015015015015015015,
paricalcitol,15,0.015015015015015015,
silver sulfadiazine,14,0.014014014014014014,
afloqualone,14,0.014014014014014014,
fosfomycin,14,0.014014014014014014,
pyridostigmine bromide,14,0.014014014014014014,1.0
peramivir,14,0.014014014014014014,
tirofiban,14,0.014014014014014014,
citric acid,14,0.014014014014014014,
pegfilgrastim,13,0.013013013013013011,
sodium benzoate,13,0.013013013013013011,1.0
teprenone,13,0.013013013013013011,1.0
manidipine,13,0.013013013013013011,
medroxyprogesterone,13,0.013013013013013011,
betaxolol,13,0.013013013013013011,
r-thioctic acid,13,0.013013013013013011,1.0
lenograstim,13,0.013013013013013011,
kb,13,0.013013013013013011,1.0
netupitant,13,0.013013013013013011,
pitavastatin,12,0.012012012012012012,
adapalene,12,0.012012012012012012,
anagrelide,12,0.012012012012012012,
octylonium,12,0.012012012012012012,
irsogladine maleate,12,0.012012012012012012,
clofazimine,12,0.012012012012012012,
trafermin,12,0.012012012012012012,
clevudine,12,0.012012012012012012,
gonadorelin,12,0.012012012012012012,
infliximab,12,0.012012012012012012,
teneligliptin,12,0.012012012012012012,
dolutegravir,12,0.012012012012012012,
modafinil,11,0.011011011011011011,
desmopressin,11,0.011011011011011011,
osimertinib,11,0.011011011011011011,
carbimazole,11,0.011011011011011011,
rufinamide,10,0.01001001001001001,
para-aminosalicylate,10,0.01001001001001001,1.0
benzoyl peroxide,10,0.01001001001001001,
r-tpa,10,0.01001001001001001,1.0
alginate,10,0.01001001001001001,
chlorthalidone,10,0.01001001001001001,
ticagrelor,10,0.01001001001001001,
sulglycotide,10,0.01001001001001001,
tosufloxacin,10,0.01001001001001001,
idarubicin,10,0.01001001001001001,
sorafenib,10,0.01001001001001001,
diacerein,10,0.01001001001001001,1.0
deferoxamine,10,0.01001001001001001,
capecitabine,10,0.01001001001001001,
somatostatin,9,0.009009009009009009,
docetaxel anhydrous,9,0.009009009009009009,1.0
tocopherol acetate,9,0.009009009009009009,1.0
posaconazol,9,0.009009009009009009,1.0
paclitaxel-cremophor el free,9,0.009009009009009009,1.0
pelubiprofen,9,0.009009009009009009,
ribavirin,9,0.009009009009009009,
roxithromycin,9,0.009009009009009009,
liothyronine,9,0.009009009009009009,
ritonavir,9,0.009009009009009009,
oxymetholone,9,0.009009009009009009,
ruxolitinib,9,0.009009009009009009,
fludarabine,9,0.009009009009009009,
clidinium bromide,9,0.009009009009009009,1.0
lactic acid,9,0.009009009009009009,1.0
topotecan,8,0.008008008008008008,
indobufen,8,0.008008008008008008,
prismasol,8,0.008008008008008008,1.0
erlotinib,8,0.008008008008008008,
perphenazine,8,0.008008008008008008,
olodaterol,8,0.008008008008008008,
evogliptin,8,0.008008008008008008,
cefprozil,8,0.008008008008008008,
flurazepam,8,0.008008008008008008,
biperiden,8,0.008008008008008008,
activated charcoal,8,0.008008008008008008,
carteolol,7,0.007007007007007007,
bevantolol,7,0.007007007007007007,
melphalan,7,0.007007007007007007,
etidronate,7,0.007007007007007007,
nisoldipine,7,0.007007007007007007,
capsaicin,7,0.007007007007007007,
streptomycin,7,0.007007007007007007,
busulfan,7,0.007007007007007007,
glucose,7,0.007007007007007007,
procarbazine,7,0.007007007007007007,
tegoprazan,7,0.007007007007007007,
posaconazole,7,0.007007007007007007,
tenofovir alafenamide,7,0.007007007007007007,
desloratadine,7,0.007007007007007007,
ubidecarenone,7,0.007007007007007007,
tiotropium refillpack,7,0.007007007007007007,1.0
liothyronine sodium,7,0.007007007007007007,1.0
emtricitabine,7,0.007007007007007007,
metformin  sr,7,0.007007007007007007,1.0
argatroban,7,0.007007007007007007,
asparaginase,7,0.007007007007007007,
pazopanib,7,0.007007007007007007,
zidovudine,6,0.006006006006006006,
levonorgestrel,6,0.006006006006006006,
imipenam,6,0.006006006006006006,1.0
ivh-kd,6,0.006006006006006006,1.0
milk thistle extract,6,0.006006006006006006,
ossopan,6,0.006006006006006006,1.0
gambrosol trio,6,0.006006006006006006,1.0
pemetrexed,6,0.006006006006006006,
sodium thiosulfate,6,0.006006006006006006,1.0
pegteograstim,6,0.006006006006006006,
tuberculin ppd rt,6,0.006006006006006006,1.0
nitroprusside,6,0.006006006006006006,
trastuzumab,6,0.006006006006006006,
fosaprepitant,6,0.006006006006006006,
cyclopentolate,6,0.006006006006006006,
gelomyrtol,6,0.006006006006006006,1.0
mesoglycan sodium,6,0.006006006006006006,
lopinavir,6,0.006006006006006006,
nabumetone,6,0.006006006006006006,
zinc pyrithion,6,0.006006006006006006,1.0
ferrous sulfate,5,0.005005005005005005,
crizotinib,5,0.005005005005005005,
liposomal doxorubicin,5,0.005005005005005005,1.0
vinblastine sulfate,5,0.005005005005005005,1.0
doxepin,5,0.005005005005005005,
xylometazoline,5,0.005005005005005005,
raltegravir,5,0.005005005005005005,
dasatinib,5,0.005005005005005005,
roflumilast,5,0.005005005005005005,
penicillamine,5,0.005005005005005005,
metformin  xr,5,0.005005005005005005,1.0
dronedarone,5,0.005005005005005005,
tafluprost,5,0.005005005005005005,
zinc acetate,5,0.005005005005005005,
mitiglinide,5,0.005005005005005005,
triptorelin,5,0.005005005005005005,
human chorionic gonadotropin,5,0.005005005005005005,1.0
aztreonam,5,0.005005005005005005,
epinastine,5,0.005005005005005005,
bepotastine,5,0.005005005005005005,
vinorelbine,5,0.005005005005005005,
exemestane,5,0.005005005005005005,
nicotinic acid,5,0.005005005005005005,1.0
lanthanum,5,0.005005005005005005,
nitrofurantoin,5,0.005005005005005005,
methylene blue,5,0.005005005005005005,
sulindac,5,0.005005005005005005,
pentamidine,5,0.005005005005005005,
candesartan cilexetil,4,0.004004004004004004,1.0
cobicistat,4,0.004004004004004004,
treprostinil,4,0.004004004004004004,
romiplostim,4,0.004004004004004004,
elvitegravir,4,0.004004004004004004,
betahistine,4,0.004004004004004004,
pembrolizumab,4,0.004004004004004004,
pilsicainide,4,0.004004004004004004,
rifabutin,4,0.004004004004004004,
dienogest,4,0.004004004004004004,
isradipine,4,0.004004004004004004,
flavoxate,4,0.004004004004004004,
rupatadine,4,0.004004004004004004,
ncbc,4,0.004004004004004004,1.0
tapentadol,4,0.004004004004004004,
decitabine,4,0.004004004004004004,
rasburicase,4,0.004004004004004004,
riboflavin,4,0.004004004004004004,
alectinib,4,0.004004004004004004,
tadalafil,4,0.004004004004004004,
cabergoline,4,0.004004004004004004,
plerixafor,4,0.004004004004004004,
phenoxybenzamine,4,0.004004004004004004,
efavirenz,4,0.004004004004004004,
artificial saliva,4,0.004004004004004004,1.0
belotecan,4,0.004004004004004004,
atazanavir,4,0.004004004004004004,
adalimumab,4,0.004004004004004004,
vaccinium myrtillus,4,0.004004004004004004,1.0
sunitinib,4,0.004004004004004004,
ziprasidone,4,0.004004004004004004,
estrogen,4,0.004004004004004004,1.0
daunorubicin,4,0.004004004004004004,
glutathione,3,0.003003003003003003,
renamezin,3,0.003003003003003003,1.0
alcaftadine,3,0.003003003003003003,
brimonidine tartrate,3,0.003003003003003003,1.0
tolterodine,3,0.003003003003003003,
darunavir,3,0.003003003003003003,
zinc sulfate,3,0.003003003003003003,
sterile talc,3,0.003003003003003003,1.0
agomelatine,3,0.003003003003003003,
ncbp,3,0.003003003003003003,1.0
lixisenatide,3,0.003003003003003003,
glucosamine,3,0.003003003003003003,
polystyrene sulfonate calcium,3,0.003003003003003003,1.0
naratriptan,3,0.003003003003003003,
interferon beta-,3,0.003003003003003003,1.0
primidone,3,0.003003003003003003,
tenofovir,3,0.003003003003003003,
etravirine,3,0.003003003003003003,
azilsartan medoxomil,3,0.003003003003003003,1.0
methylocephalexin,3,0.003003003003003003,1.0
s-adenosyl l-methionine,3,0.003003003003003003,1.0
blonanserin,3,0.003003003003003003,
cilazapril,3,0.003003003003003003,
nilotinib,3,0.003003003003003003,
dactinomycin,3,0.003003003003003003,
tofacitinib,3,0.003003003003003003,
trientine,3,0.003003003003003003,
nicotine tts,3,0.003003003003003003,1.0
levothyroxine,3,0.003003003003003003,
abatacept,3,0.003003003003003003,
estriol,3,0.003003003003003003,
dianeal low ca pd,3,0.003003003003003003,1.0
cetuximab,3,0.003003003003003003,
enzalutamide,3,0.003003003003003003,
peripure,3,0.003003003003003003,1.0
nivolumab,3,0.003003003003003003,
emulsifying,3,0.003003003003003003,1.0
mitoxantrone,3,0.003003003003003003,
tretinoin,3,0.003003003003003003,
clomipramine,3,0.003003003003003003,
aflibercept,3,0.003003003003003003,
anagliptin,3,0.003003003003003003,
crotamiton,3,0.003003003003003003,
foscarnet,3,0.003003003003003003,
follitropin alpha,3,0.003003003003003003,1.0
aldesleukin,3,0.003003003003003003,
efonidipine,3,0.003003003003003003,
dalteparin sodium,3,0.003003003003003003,1.0
glucagon,3,0.003003003003003003,
interferon alpha-,3,0.003003003003003003,1.0
prazosin,2,0.002002002002002002,
lapatinib,2,0.002002002002002002,
lenvatinib,2,0.002002002002002002,
albendazole,2,0.002002002002002002,
bendamustine,2,0.002002002002002002,
bedaquiline,2,0.002002002002002002,
acitretin,2,0.002002002002002002,
varicella zoster vaccine,2,0.002002002002002002,1.0
delamanid,2,0.002002002002002002,
diomagnite,2,0.002002002002002002,
talniflumate,2,0.002002002002002002,
potassuim phophate,2,0.002002002002002002,1.0
salsalate,2,0.002002002002002002,
cetrorelix,2,0.002002002002002002,
desonide,2,0.002002002002002002,
mesalazine prolonged-release granule,2,0.002002002002002002,1.0
thalidomide,2,0.002002002002002002,
s-pantoprazole,2,0.002002002002002002,1.0
sofosbuvir,2,0.002002002002002002,
dulaglutide,2,0.002002002002002002,
viscum album mali,2,0.002002002002002002,1.0
loxoprofen,2,0.002002002002002002,
sufentanyl,2,0.002002002002002002,1.0
peginterferon alpha-,2,0.002002002002002002,1.0
cefaclor,2,0.002002002002002002,
viscum album fraxini,2,0.002002002002002002,1.0
mometasone,2,0.002002002002002002,
sodium phenylbutyrate,2,0.002002002002002002,1.0
natamycin,2,0.002002002002002002,
cladribine,2,0.002002002002002002,
phospha,2,0.002002002002002002,1.0
abciximab,2,0.002002002002002002,
brentuximab,2,0.002002002002002002,
atezolizumab,2,0.002002002002002002,
codeine phosphate,2,0.002002002002002002,1.0
menotropin,2,0.002002002002002002,1.0
balsalazide disodium dihydrate,2,0.002002002002002002,1.0
caster oil,2,0.002002002002002002,1.0
isosorbide,2,0.002002002002002002,
zofenopril,2,0.002002002002002002,
acamprosate,2,0.002002002002002002,
arsenic trioxide,2,0.002002002002002002,
tegafur,2,0.002002002002002002,
bimatoprost,2,0.002002002002002002,
diquafosol,2,0.002002002002002002,
liposomal irinotecan,2,0.002002002002002002,1.0
vedolizumab,2,0.002002002002002002,
nutrineal pd,2,0.002002002002002002,1.0
probucol,2,0.002002002002002002,
lenalidomide,2,0.002002002002002002,
lomustine,2,0.002002002002002002,
autologus chondrocyte inj,2,0.002002002002002002,1.0
growth hormone,2,0.002002002002002002,1.0
cyproterone acetate,2,0.002002002002002002,1.0
dacarbazine,2,0.002002002002002002,
udenafil,2,0.002002002002002002,
metamagnesium,2,0.002002002002002002,1.0
hydroxyprogesterone,2,0.002002002002002002,1.0
hydroxypropyl methylcellulose,2,0.002002002002002002,1.0
hexoprenaline,2,0.002002002002002002,
tranilast,2,0.002002002002002002,
raloxifen ,2,0.002002002002002002,1.0
isotretinoin,2,0.002002002002002002,
anakinra,2,0.002002002002002002,
factor ix,2,0.002002002002002002,
gimeracil,2,0.002002002002002002,
azacitidine,2,0.002002002002002002,
bendazac lysine,2,0.002002002002002002,1.0
femoston,2,0.002002002002002002,1.0
travoprost,2,0.002002002002002002,
levocetrizine,2,0.002002002002002002,1.0
oteracil potassium,2,0.002002002002002002,1.0
ambrisentan,2,0.002002002002002002,
testosterone enanthate,1,0.001001001001001001,1.0
zafirlucast,1,0.001001001001001001,1.0
sulpiride,1,0.001001001001001001,
clobetasol,1,0.001001001001001001,
atracurium besylate,1,0.001001001001001001,1.0
temsirolimus,1,0.001001001001001001,
pibrentasvir,1,0.001001001001001001,
carbomer,1,0.001001001001001001,
arginine thiazolidinecarboxylate,1,0.001001001001001001,1.0
glecaprevir,1,0.001001001001001001,
fluorescein,1,0.001001001001001001,
tulobuterol,1,0.001001001001001001,
tetracycline,1,0.001001001001001001,
fimasartan k,1,0.001001001001001001,1.0
bictegravir,1,0.001001001001001001,
gingko biloba extract,1,0.001001001001001001,1.0
boehmite,1,0.001001001001001001,1.0
nintedanib,1,0.001001001001001001,
estropipate,1,0.001001001001001001,
didanosine,1,0.001001001001001001,
imiquimod,1,0.001001001001001001,
carboxymethylcellulose sodium,1,0.001001001001001001,1.0
etanercept,1,0.001001001001001001,
ranibizumab,1,0.001001001001001001,
macitentan,1,0.001001001001001001,
midostaurin,1,0.001001001001001001,
dexibuprofen,1,0.001001001001001001,
zinc sulfate powder,1,0.001001001001001001,1.0
tetrabenazine,1,0.001001001001001001,
glatiramer,1,0.001001001001001001,
calcipotriol,1,0.001001001001001001,1.0
cyclobenzaprine,1,0.001001001001001001,
zanamivir,1,0.001001001001001001,
neo cvh-pm,1,0.001001001001001001,1.0
diazoxide,1,0.001001001001001001,
mebeverine,1,0.001001001001001001,
fulvestrant,1,0.001001001001001001,
ipragliflozin,1,0.001001001001001001,
vardenafil,1,0.001001001001001001,
roxatidine,1,0.001001001001001001,
fenoterol,1,0.001001001001001001,
agalsidase beta,1,0.001001001001001001,
magnesium carbonate powder,1,0.001001001001001001,1.0
regorafenib,1,0.001001001001001001,
thymosin alpha-,1,0.001001001001001001,1.0
eculizumab,1,0.001001001001001001,
estradiol,1,0.001001001001001001,
caffeine,1,0.001001001001001001,
ergotamine,1,0.001001001001001001,
rotigotine,1,0.001001001001001001,
mepivacaine,1,0.001001001001001001,
azapentacene polysulfate sodium,1,0.001001001001001001,1.0
thiotepa,1,0.001001001001001001,
racecadotril,1,0.001001001001001001,
cetraxate,1,0.001001001001001001,
grazoprevir,1,0.001001001001001001,
elbasvir,1,0.001001001001001001,
axitinib,1,0.001001001001001001,
zotepine,1,0.001001001001001001,
ceritinib,1,0.001001001001001001,
loratadine,1,0.001001001001001001,
lindane,1,0.001001001001001001,
fibrinogen,1,0.001001001001001001,
amezinium methylsulphate,1,0.001001001001001001,1.0
sodium benzoate powder,1,0.001001001001001001,1.0
mefloquine,1,0.001001001001001001,
ledipasvir,1,0.001001001001001001,
rhegf,1,0.001001001001001001,1.0
tenecteplase,1,0.001001001001001001,
carfilzomib,1,0.001001001001001001,
sorbitol,1,0.001001001001001001,
megestrol acetate,1,0.001001001001001001,1.0
ulipristal,1,0.001001001001001001,
cytosine arabinoside liposomal,1,0.001001001001001001,1.0
polysaccharide k,1,0.001001001001001001,1.0
eptacog alfa,1,0.001001001001001001,1.0
sodium tetradecyl sulfate,1,0.001001001001001001,
ceftolozane,1,0.001001001001001001,
aclidinium,1,0.001001001001001001,
clonidine,1,0.001001001001001001,
dehydrated ethanol,1,0.001001001001001001,1.0
eltrombopag,1,0.001001001001001001,
trypsin,1,0.001001001001001001,
bromelain,1,0.001001001001001001,1.0
zolmitriptan,1,0.001001001001001001,
nadolol,1,0.001001001001001001,
pelargonium sido ext,1,0.001001001001001001,1.0
polmacoxib,1,0.001001001001001001,
pertuzumab,1,0.001001001001001001,
palbociclib,1,0.001001001001001001,
pimozide,1,0.001001001001001001,
